cik,entity_name,taxonomy,tag,label,description,unit,end_date,value,accession_number,fiscal_year,fiscal_period,form,filed_date,frame
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,ComprehensiveIncomeAttributableToOwnersOfParent,,,USD,2021-12-31,-3489000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,ComprehensiveIncomeAttributableToOwnersOfParent,,,USD,2021-12-31,-3489000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,ComprehensiveIncomeAttributableToOwnersOfParent,,,USD,2021-12-31,-3489000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2021
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,ComprehensiveIncomeAttributableToOwnersOfParent,,,USD,2022-06-30,-1024000000,0000950170-23-044039,,,6-K,2023-08-23,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,ComprehensiveIncomeAttributableToOwnersOfParent,,,USD,2022-12-31,-1729000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,ComprehensiveIncomeAttributableToOwnersOfParent,,,USD,2022-12-31,-1729000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,ComprehensiveIncomeAttributableToOwnersOfParent,,,USD,2023-06-30,-393000000,0000950170-23-044039,,,6-K,2023-08-23,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,ComprehensiveIncomeAttributableToOwnersOfParent,,,USD,2023-06-30,-393000000,0000950170-24-099685,,,6-K,2024-08-22,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,ComprehensiveIncomeAttributableToOwnersOfParent,,,USD,2023-12-31,-448000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2023
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,ComprehensiveIncomeAttributableToOwnersOfParent,,,USD,2024-06-30,-185000000,0000950170-24-099685,,,6-K,2024-08-22,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CostOfSales,,,USD,2019-12-31,1320000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2019
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CostOfSales,,,USD,2020-12-31,963000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CostOfSales,,,USD,2020-12-31,963000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2020
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CostOfSales,,,USD,2021-12-31,1070000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CostOfSales,,,USD,2021-12-31,1070000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CostOfSales,,,USD,2021-12-31,1070000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2021
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CostOfSales,,,USD,2022-06-30,647000000,0000950170-23-044039,,,6-K,2023-08-23,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CostOfSales,,,USD,2022-12-31,1356000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CostOfSales,,,USD,2022-12-31,1356000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CostOfSales,,,USD,2023-06-30,747000000,0000950170-23-044039,,,6-K,2023-08-23,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CostOfSales,,,USD,2023-06-30,747000000,0000950170-24-099685,,,6-K,2024-08-22,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CostOfSales,,,USD,2023-12-31,1499000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2023
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CostOfSales,,,USD,2024-06-30,781000000,0000950170-24-099685,,,6-K,2024-08-22,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAccruedExpensesAndOtherCurrentLiabilities,,,USD,2020-12-31,278000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2020Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAccruedExpensesAndOtherCurrentLiabilities,,,USD,2021-12-31,345000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAccruedExpensesAndOtherCurrentLiabilities,,,USD,2021-12-31,345000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2021Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAccruedExpensesAndOtherCurrentLiabilities,,,USD,2022-12-31,370000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAccruedExpensesAndOtherCurrentLiabilities,,,USD,2022-12-31,370000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAccruedExpensesAndOtherCurrentLiabilities,,,USD,2023-12-31,344000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2023Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAssets,,,USD,2020-12-31,3755000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2020Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAssets,,,USD,2021-12-31,8675000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAssets,,,USD,2021-12-31,8675000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2021Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAssets,,,USD,2022-12-31,5688000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAssets,,,USD,2022-12-31,5688000000,0000950170-23-044039,,,6-K,2023-08-23,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAssets,,,USD,2022-12-31,5688000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAssets,,,USD,2023-06-30,5216000000,0000950170-23-044039,,,6-K,2023-08-23,CY2023Q2I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAssets,,,USD,2023-12-31,5768000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAssets,,,USD,2023-12-31,5768000000,0000950170-24-099685,,,6-K,2024-08-22,CY2023Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentAssets,,,USD,2024-06-30,5488000000,0000950170-24-099685,,,6-K,2024-08-22,CY2024Q2I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,,,USD,2020-12-31,140000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2020Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,,,USD,2021-12-31,144000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,,,USD,2021-12-31,144000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2021Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,,,USD,2022-12-31,117000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,,,USD,2022-12-31,117000000,0000950170-23-044039,,,6-K,2023-08-23,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,,,USD,2022-12-31,117000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,,,USD,2023-06-30,114000000,0000950170-23-044039,,,6-K,2023-08-23,CY2023Q2I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,,,USD,2023-12-31,125000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,,,USD,2023-12-31,125000000,0000950170-24-099685,,,6-K,2024-08-22,CY2023Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,,,USD,2024-06-30,86000000,0000950170-24-099685,,,6-K,2024-08-22,CY2024Q2I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentContractLiabilities,,,USD,2020-12-31,13000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2020Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentContractLiabilities,,,USD,2021-12-31,9000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentContractLiabilities,,,USD,2021-12-31,9000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2021Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentContractLiabilities,,,USD,2022-12-31,9000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentContractLiabilities,,,USD,2022-12-31,9000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentContractLiabilities,,,USD,2023-12-31,7000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2023Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentDepositsFromCustomers,,,USD,2020-12-31,17000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2020Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentDepositsFromCustomers,,,USD,2021-12-31,20000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentDepositsFromCustomers,,,USD,2021-12-31,20000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2021Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentDepositsFromCustomers,,,USD,2022-12-31,25000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentDepositsFromCustomers,,,USD,2022-12-31,22000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentDepositsFromCustomers,,,USD,2023-12-31,30000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2023Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLeaseLiabilities,,,USD,2020-12-31,19000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2020Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLeaseLiabilities,,,USD,2021-12-31,22000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLeaseLiabilities,,,USD,2021-12-31,22000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2021Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLeaseLiabilities,,,USD,2022-12-31,34000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLeaseLiabilities,,,USD,2022-12-31,34000000,0000950170-23-044039,,,6-K,2023-08-23,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLeaseLiabilities,,,USD,2022-12-31,34000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLeaseLiabilities,,,USD,2023-06-30,37000000,0000950170-23-044039,,,6-K,2023-08-23,CY2023Q2I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLeaseLiabilities,,,USD,2023-12-31,38000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLeaseLiabilities,,,USD,2023-12-31,38000000,0000950170-24-099685,,,6-K,2024-08-22,CY2023Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLeaseLiabilities,,,USD,2024-06-30,31000000,0000950170-24-099685,,,6-K,2024-08-22,CY2024Q2I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLiabilities,,,USD,2020-12-31,836000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2020Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLiabilities,,,USD,2021-12-31,1026000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLiabilities,,,USD,2021-12-31,1026000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2021Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLiabilities,,,USD,2022-12-31,1097000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLiabilities,,,USD,2022-12-31,1097000000,0000950170-23-044039,,,6-K,2023-08-23,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLiabilities,,,USD,2022-12-31,1097000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLiabilities,,,USD,2023-06-30,1076000000,0000950170-23-044039,,,6-K,2023-08-23,CY2023Q2I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLiabilities,,,USD,2023-12-31,1478000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLiabilities,,,USD,2023-12-31,1478000000,0000950170-24-099685,,,6-K,2024-08-22,CY2023Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLiabilities,,,USD,2024-06-30,1830000000,0000950170-24-099685,,,6-K,2024-08-22,CY2024Q2I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLoansAndReceivables,,,USD,2020-12-31,31000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2020Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLoansAndReceivables,,,USD,2021-12-31,107000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLoansAndReceivables,,,USD,2021-12-31,107000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2021Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLoansAndReceivables,,,USD,2022-12-31,185000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLoansAndReceivables,,,USD,2022-12-31,185000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentLoansAndReceivables,,,USD,2023-12-31,272000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2023Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepayments,,,USD,2020-12-31,34000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2020Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepayments,,,USD,2021-12-31,81000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepayments,,,USD,2021-12-31,81000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2021Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepayments,,,USD,2022-12-31,70000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepayments,,,USD,2022-12-31,70000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepayments,,,USD,2023-12-31,55000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2023Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepaymentsAndOtherCurrentAssets,,,USD,2020-12-31,109000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2020Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepaymentsAndOtherCurrentAssets,,,USD,2021-12-31,185000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepaymentsAndOtherCurrentAssets,,,USD,2021-12-31,185000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2021Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepaymentsAndOtherCurrentAssets,,,USD,2022-12-31,182000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepaymentsAndOtherCurrentAssets,,,USD,2022-12-31,182000000,0000950170-23-044039,,,6-K,2023-08-23,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepaymentsAndOtherCurrentAssets,,,USD,2022-12-31,182000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepaymentsAndOtherCurrentAssets,,,USD,2023-06-30,241000000,0000950170-23-044039,,,6-K,2023-08-23,CY2023Q2I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepaymentsAndOtherCurrentAssets,,,USD,2023-12-31,208000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepaymentsAndOtherCurrentAssets,,,USD,2023-12-31,208000000,0000950170-24-099685,,,6-K,2024-08-22,CY2023Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentPrepaymentsAndOtherCurrentAssets,,,USD,2024-06-30,306000000,0000950170-24-099685,,,6-K,2024-08-22,CY2024Q2I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentProvisions,,,USD,2020-12-31,35000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2020Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentProvisions,,,USD,2021-12-31,35000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentProvisions,,,USD,2021-12-31,35000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2021Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentProvisions,,,USD,2022-12-31,38000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentProvisions,,,USD,2022-12-31,38000000,0000950170-23-044039,,,6-K,2023-08-23,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentProvisions,,,USD,2022-12-31,38000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentProvisions,,,USD,2023-06-30,39000000,0000950170-23-044039,,,6-K,2023-08-23,CY2023Q2I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentProvisions,,,USD,2023-12-31,39000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentProvisions,,,USD,2023-12-31,39000000,0000950170-24-099685,,,6-K,2024-08-22,CY2023Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentProvisions,,,USD,2024-06-30,39000000,0000950170-24-099685,,,6-K,2024-08-22,CY2024Q2I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentSecuredBankLoansReceivedAndCurrentPortionOfNoncurrentSecuredBankLoansReceived,,,USD,2020-12-31,121000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2020Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentSecuredBankLoansReceivedAndCurrentPortionOfNoncurrentSecuredBankLoansReceived,,,USD,2021-12-31,83000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentSecuredBankLoansReceivedAndCurrentPortionOfNoncurrentSecuredBankLoansReceived,,,USD,2021-12-31,83000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2021Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentSecuredBankLoansReceivedAndCurrentPortionOfNoncurrentSecuredBankLoansReceived,,,USD,2022-12-31,63000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentSecuredBankLoansReceivedAndCurrentPortionOfNoncurrentSecuredBankLoansReceived,,,USD,2022-12-31,63000000,0000950170-23-044039,,,6-K,2023-08-23,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentSecuredBankLoansReceivedAndCurrentPortionOfNoncurrentSecuredBankLoansReceived,,,USD,2022-12-31,63000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentSecuredBankLoansReceivedAndCurrentPortionOfNoncurrentSecuredBankLoansReceived,,,USD,2023-06-30,57000000,0000950170-23-044039,,,6-K,2023-08-23,CY2023Q2I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentSecuredBankLoansReceivedAndCurrentPortionOfNoncurrentSecuredBankLoansReceived,,,USD,2023-12-31,67000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentSecuredBankLoansReceivedAndCurrentPortionOfNoncurrentSecuredBankLoansReceived,,,USD,2023-12-31,67000000,0000950170-24-099685,,,6-K,2024-08-22,CY2023Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentSecuredBankLoansReceivedAndCurrentPortionOfNoncurrentSecuredBankLoansReceived,,,USD,2024-06-30,55000000,0000950170-24-099685,,,6-K,2024-08-22,CY2024Q2I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncome,,,USD,2019-12-31,6000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2019
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncome,,,USD,2020-12-31,7000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncome,,,USD,2020-12-31,7000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2020
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncome,,,USD,2021-12-31,6000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncome,,,USD,2021-12-31,6000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncome,,,USD,2021-12-31,6000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2021
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncome,,,USD,2022-12-31,27000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncome,,,USD,2022-12-31,27000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncome,,,USD,2023-12-31,52000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2023
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,,,USD,2019-12-31,8000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,CY2019
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,,,USD,2020-12-31,7000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,,,USD,2020-12-31,7000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2020
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,,,USD,2021-12-31,6000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,,,USD,2021-12-31,6000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,,,USD,2021-12-31,6000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2021
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,,,USD,2022-12-31,27000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,,,USD,2022-12-31,27000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2022
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,,,USD,2023-12-31,52000000,0000950170-24-037611,2023,FY,20-F,2024-03-28,CY2023
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxLiabilities,,,USD,2021-12-31,3000000,0001193125-22-125634,2021,FY,20-F,2022-04-28,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxLiabilities,,,USD,2021-12-31,3000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,CY2021Q4I
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxLiabilities,,,USD,2022-12-31,9000000,0000950170-23-014551,2022,FY,20-F,2023-04-26,
0001855612,GRAB HOLDINGS LIMITED,ifrs-full,CurrentTaxLiabilities,,,USD,2022-12-31,9000000,0000950170-23-044039,,,6-K,2023-08-23,
